"time","h"
2008-10-06 03:50:00,3.02
2008-10-06 15:30:00,2.7
2008-10-07 04:20:00,2.83
2008-10-07 15:30:00,2.76
2008-10-08 04:40:00,2.48
2008-10-08 18:00:00,2.57
2008-10-09 06:40:00,2.52
2008-10-09 19:40:00,2.33
2008-10-10 07:20:00,2.59
2008-10-10 19:30:00,2.49
2008-10-11 08:50:00,2.88
2008-10-11 20:10:00,2.66
2008-10-12 10:00:00,2.97
2008-10-12 20:40:00,2.82
2008-10-13 09:10:00,3
2008-10-13 21:30:00,3.07
2008-10-14 09:40:00,3.08
2008-10-14 22:00:00,3.14
2008-10-15 10:20:00,3.22
2008-10-15 22:30:00,3.29
2008-10-16 10:50:00,3.29
2008-10-16 23:10:00,3.23
2008-10-17 11:30:00,3.21
2008-10-18 00:00:00,3.1
2008-10-18 12:20:00,3.11
2008-10-19 02:50:00,3.06
2008-10-19 15:00:00,3.09
2008-10-20 03:10:00,2.92
2008-10-20 15:10:00,3.14
2008-10-21 04:50:00,3.17
2008-10-21 16:30:00,2.94
2008-10-22 05:20:00,2.92
2008-10-22 17:00:00,2.59
2008-10-23 07:30:00,2.88
2008-10-23 18:20:00,2.62
2008-10-24 07:50:00,2.86
2008-10-24 19:30:00,2.97
2008-10-25 09:20:00,2.76
2008-10-25 20:10:00,2.81
2008-10-26 09:40:00,3.23
2008-10-26 20:40:00,2.94
2008-10-27 11:00:00,3.15
2008-10-27 21:20:00,2.98
2008-10-28 09:50:00,3.11
2008-10-28 22:00:00,3
2008-10-29 10:20:00,2.97
2008-10-29 22:40:00,3.2
2008-10-30 10:50:00,3.22
2008-10-30 23:10:00,2.81
2008-10-31 11:30:00,2.97
2008-11-01 02:00:00,2.86
2008-11-01 13:30:00,2.9
2008-11-02 02:10:00,2.92
2008-11-02 12:40:00,2.81
2008-11-03 03:20:00,2.65
2008-11-03 14:50:00,2.59
2008-11-04 03:30:00,2.86
2008-11-04 14:50:00,2.7
2008-11-05 04:00:00,2.78
2008-11-05 14:40:00,2.56
2008-11-06 04:40:00,2.7
2008-11-06 16:10:00,2.5
2008-11-07 05:30:00,2.79
2008-11-07 16:50:00,2.51
2008-11-08 06:40:00,2.96
2008-11-08 18:40:00,2.69
2008-11-09 07:20:00,2.9
2008-11-09 19:50:00,3.09
2008-11-10 09:50:00,3.29
2008-11-10 19:50:00,3.15
2008-11-11 08:30:00,3.28
2008-11-11 20:50:00,3.06
2008-11-12 09:20:00,3.15
2008-11-12 21:30:00,3.08
2008-11-13 09:50:00,3.16
2008-11-13 22:10:00,3.1
2008-11-14 10:40:00,3.2
2008-11-14 23:00:00,3.11
2008-11-15 11:30:00,3.15
2008-11-15 23:50:00,3.08
2008-11-17 16:40:00,2.36
2008-11-18 03:10:00,2.88
2008-11-18 16:00:00,3.06
2008-11-19 04:50:00,2.88
2008-11-19 16:20:00,2.74
2008-11-20 05:10:00,3.01
2008-11-20 17:40:00,2.93
2008-11-21 05:40:00,2.88
2008-11-21 19:20:00,2.99
2008-11-22 08:00:00,3.05
2008-11-22 20:10:00,2.73
2008-11-23 09:30:00,2.97
2008-11-23 20:00:00,2.69
2008-11-24 08:50:00,3.11
2008-11-26 23:40:00,2.84
2008-11-27 10:10:00,3.01
2008-11-27 22:20:00,2.93
2008-11-28 10:40:00,3.1
2008-11-29 00:30:00,3.02
2008-11-29 11:10:00,3.07
2008-11-30 01:10:00,2.97
2008-11-30 11:50:00,2.96
2008-12-01 01:50:00,2.98
2008-12-01 12:10:00,2.95
2008-12-02 02:40:00,2.98
2008-12-02 12:50:00,3.01
2008-12-03 03:20:00,3.07
2008-12-03 13:40:00,2.76
2008-12-04 04:30:00,3.23
2008-12-04 13:50:00,2.85
2008-12-05 04:30:00,3.29
2008-12-05 15:20:00,2.77
2008-12-06 05:00:00,2.95
2008-12-06 16:20:00,2.6
2008-12-07 05:50:00,2.85
2008-12-07 17:40:00,2.56
2008-12-08 07:00:00,2.88
2008-12-08 18:50:00,2.74
2008-12-09 07:30:00,2.71
2008-12-09 19:30:00,2.71
2008-12-10 09:50:00,2.86
2008-12-10 20:20:00,2.87
2008-12-11 08:50:00,3.05
2008-12-11 21:10:00,2.96
2008-12-12 09:30:00,3.14
2008-12-12 22:10:00,3.26
2008-12-13 10:20:00,3.12
2008-12-13 23:00:00,3.14
2008-12-14 11:20:00,3.2
2008-12-15 02:00:00,3.03
2008-12-15 12:00:00,2.99
2008-12-16 03:00:00,3.06
2008-12-16 12:50:00,3.01
2008-12-17 03:10:00,3
2008-12-17 13:50:00,3.02
2008-12-18 04:40:00,2.94
2008-12-18 14:50:00,2.8
2008-12-19 05:00:00,3.05
2008-12-19 17:20:00,2.71
2008-12-20 04:20:00,2.54
2008-12-20 18:00:00,3.07
2008-12-21 06:40:00,2.5
2008-12-21 18:30:00,2.35
2008-12-22 07:10:00,2.99
2008-12-22 20:30:00,2.51
2008-12-23 08:40:00,2.52
2008-12-23 20:20:00,2.47
2008-12-24 09:40:00,2.71
2008-12-24 22:50:00,2.51
2008-12-25 09:30:00,2.67
2008-12-25 23:00:00,2.53
2008-12-26 09:50:00,2.5
2008-12-27 00:10:00,2.41
2008-12-27 10:30:00,2.54
2008-12-28 01:00:00,2.48
2008-12-28 11:00:00,2.68
2008-12-29 01:10:00,2.63
2008-12-29 11:30:00,2.7
2008-12-30 01:50:00,2.7
2008-12-30 12:00:00,2.74
2008-12-31 00:30:00,2.61
2009-01-05 16:30:00,2.54
2009-01-06 06:40:00,2.62
2009-01-06 18:10:00,2.48
2009-01-07 07:20:00,2.85
2009-01-07 19:10:00,2.51
2009-01-08 08:10:00,2.68
2009-01-08 21:20:00,2.59
2009-01-09 10:00:00,2.9
2009-01-09 21:10:00,2.78
2009-01-10 09:30:00,2.95
2009-01-10 22:10:00,2.88
2009-01-11 10:30:00,3.2
2009-01-11 22:50:00,3.12
2009-01-12 11:10:00,3.31
2009-01-12 23:30:00,3.31
